bean_id,acidity,body,sweetness,bitterness,aroma,flavor,aftertaste,total_score,roast_level,flavor_tags,data_source,confidence_score
200.0,8,9,6,3,9,9,8,93,LIGHT,"[30305, 10305, 10403, 20203, 70201]",EXTERNAL_CSV,0.9
201.0,9,9,7,3,9,9,8,94,LIGHT,"[10403, 80104, 20105, 70201, 90201]",EXTERNAL_CSV,0.9
202.0,9,8,6,3,9,9,8,93,LIGHT,"[10404, 20105, 70201, 10202, 90203]",EXTERNAL_CSV,0.9
203.0,8,9,7,3,9,9,7,92,LIGHT,"[80103, 40104, 20106, 70103, 70201, 10201]",EXTERNAL_CSV,0.9
204.0,9,8,7,2,9,9,8,93,LIGHT,"[10402, 80101, 901, 10202, 90203]",EXTERNAL_CSV,0.9
205.0,9,9,6,3,9,9,8,94,LIGHT,"[10402, 20105, 90201, 70202, 10302]",EXTERNAL_CSV,0.9
206.0,9,8,8,3,9,9,8,93,LIGHT,"[40201, 80101, 10302, 80103]",EXTERNAL_CSV,0.9
207.0,8,9,6,3,9,9,8,93,LIGHT,"[20105, 10102, 70103, 70202, 90203]",EXTERNAL_CSV,0.9
208.0,7,8,6,3,8,8,7,88,LIGHT,"[40104, 10201, 70101, 70201]",EXTERNAL_CSV,0.9
209.0,8,9,6,3,9,9,8,93,LIGHT,"[10201, 70202, 70101, 70102]",EXTERNAL_CSV,0.9
210.0,8,9,6,3,9,9,8,93,LIGHT,"[20105, 10402, 30305, 70202]",EXTERNAL_CSV,0.9
211.0,8,9,5,6,8,9,8,92,MEDIUM,"[40104, 10401, 70202, 60101]",EXTERNAL_CSV,0.9
212.0,8,9,8,2,9,9,8,93,LIGHT,"[80101, 80102, 20105, 10202, 701]",EXTERNAL_CSV,0.9
213.0,9,8,6,2,9,9,8,93,LIGHT,"[90202, 20203, 702, 10103]",EXTERNAL_CSV,0.9
214.0,9,9,7,3,9,9,8,94,LIGHT,"[80103, 20105, 60301, 10101, 70201]",EXTERNAL_CSV,0.9
215.0,8,9,6,3,9,9,9,94,LIGHT,"[901, 20105, 70103, 90201, 70202]",EXTERNAL_CSV,0.9
216.0,9,9,6,3,8,9,8,93,LIGHT,"[90201, 20105, 70102, 70201]",EXTERNAL_CSV,0.9
217.0,9,9,6,3,9,9,8,94,LIGHT,"[10402, 20101, 20105, 10101, 70201]",EXTERNAL_CSV,0.9
218.0,9,8,6,4,9,9,8,93,LIGHT,"[10402, 90202, 20105, 70201, 70202]",EXTERNAL_CSV,0.9
219.0,8,9,6,4,9,9,8,93,LIGHT,"[10401, 10402, 10404, 70201, 70202]",EXTERNAL_CSV,0.9
220.0,8,9,7,3,9,9,8,93,LIGHT,"[10403, 80104, 20105, 10102, 70201]",EXTERNAL_CSV,0.9
221.0,8,8,7,3,9,9,8,92,LIGHT,"[10307, 10404, 80104, 70101, 70201]",EXTERNAL_CSV,0.9
222.0,9,9,7,3,9,9,8,94,LIGHT,"[10401, 80103, 20105, 70201, 10302]",EXTERNAL_CSV,0.9
223.0,8,9,6,6,9,9,8,93,MEDIUM,"[10305, 80103, 20105, 70103, 70202]",EXTERNAL_CSV,0.9
224.0,8,9,7,3,8,9,8,92,LIGHT,"[10402, 80104, 70201, 70103, 90201]",EXTERNAL_CSV,0.9
225.0,9,9,6,3,9,9,9,95,LIGHT,"[10402, 10102, 70103, 70201, 90203]",EXTERNAL_CSV,0.9
226.0,9,9,7,2,9,9,8,94,LIGHT,"[10402, 80103, 20105, 90201, 30301]",EXTERNAL_CSV,0.9
227.0,8,9,6,3,9,9,8,93,LIGHT,"[40104, 70202, 10103]",EXTERNAL_CSV,0.9
228.0,9,8,8,2,9,9,8,93,LIGHT,"[10403, 80103, 80104, 20105, 10102]",EXTERNAL_CSV,0.9
229.0,9,8,6,2,9,9,8,93,LIGHT,"[10402, 10101, 20101]",EXTERNAL_CSV,0.9
230.0,8,9,7,3,8,9,8,92,LIGHT,"[30305, 80103, 20105, 70201, 90202]",EXTERNAL_CSV,0.9
231.0,9,8,8,2,9,9,8,93,LIGHT,"[80101, 80102, 20201, 20105, 10101, 70103]",EXTERNAL_CSV,0.9
232.0,9,8,7,3,9,9,8,93,LIGHT,"[20101, 80104, 70101, 70103, 70201]",EXTERNAL_CSV,0.9
233.0,8,8,6,4,8,9,8,91,LIGHT,"[90202, 40104, 70201, 10201, 70202]",EXTERNAL_CSV,0.9
234.0,9,8,7,2,9,9,8,93,LIGHT,"[10401, 80102, 20105, 70103, 10303]",EXTERNAL_CSV,0.9
235.0,9,9,6,2,9,9,8,94,LIGHT,"[10402, 20105, 70103, 701, 702]",EXTERNAL_CSV,0.9
236.0,8,8,8,2,9,9,8,92,LIGHT,"[80103, 80104, 90201, 90202, 10201]",EXTERNAL_CSV,0.9
237.0,9,9,6,2,9,10,9,96,LIGHT,"[10403, 104, 20105, 90203, 702]",EXTERNAL_CSV,0.9
238.0,9,9,7,2,9,10,9,96,LIGHT,"[30305, 10402, 80104, 20105, 90201]",EXTERNAL_CSV,0.9
239.0,9,9,6,3,9,9,8,94,LIGHT,"[10401, 10402, 70201, 90202, 30301]",EXTERNAL_CSV,0.9
240.0,9,9,7,3,9,9,8,94,LIGHT,"[80101, 20105, 201, 90201, 70202]",EXTERNAL_CSV,0.9
241.0,9,9,6,3,9,9,9,95,LIGHT,"[10401, 70101, 10101, 90201, 70202]",EXTERNAL_CSV,0.9
242.0,9,9,6,3,9,9,8,94,LIGHT,"[10402, 90201, 10202, 70201]",EXTERNAL_CSV,0.9
243.0,8,9,7,3,9,9,8,93,LIGHT,"[30305, 10402, 80104, 70201, 90201]",EXTERNAL_CSV,0.9
244.0,8,8,6,2,9,9,8,92,LIGHT,"[30305, 20105, 10101, 90201, 10201]",EXTERNAL_CSV,0.9
245.0,9,9,7,3,9,9,9,95,LIGHT,"[80104, 70202, 10403, 10101]",EXTERNAL_CSV,0.9
246.0,9,9,6,3,9,9,9,95,LIGHT,"[10401, 30305, 20101, 20105, 201, 70201]",EXTERNAL_CSV,0.9
247.0,8,9,7,3,9,9,8,93,LIGHT,"[80104, 20105, 20202, 20203, 70202]",EXTERNAL_CSV,0.9
248.0,8,8,8,2,9,9,8,92,LIGHT,"[10305, 80103, 80104, 70102, 90202]",EXTERNAL_CSV,0.9
249.0,9,9,7,3,9,9,8,94,LIGHT,"[10403, 80104, 20105, 70102, 90201, 70202]",EXTERNAL_CSV,0.9
250.0,8,9,6,3,9,9,8,93,LIGHT,"[90201, 20105, 70103, 70201, 10302]",EXTERNAL_CSV,0.9
251.0,9,9,6,3,9,10,9,96,LIGHT,"[20105, 10102, 70103, 70201, 90203]",EXTERNAL_CSV,0.9
252.0,8,9,7,2,9,9,8,93,LIGHT,"[802, 10307, 902, 40104, 20105, 70103]",EXTERNAL_CSV,0.9
253.0,8,9,7,3,9,9,8,93,LIGHT,"[10401, 80104, 20105, 70201, 90202]",EXTERNAL_CSV,0.9
254.0,9,9,6,3,9,9,8,94,LIGHT,"[20105, 20201, 10103, 10105, 70202]",EXTERNAL_CSV,0.9
255.0,9,9,6,3,9,9,9,95,LIGHT,"[10402, 20105, 10101, 70201, 90202]",EXTERNAL_CSV,0.9
256.0,9,9,6,3,9,9,8,94,LIGHT,"[90201, 70201, 20201, 10102]",EXTERNAL_CSV,0.9
257.0,9,8,5,6,9,9,8,93,MEDIUM,"[10104, 20105, 30301, 70201]",EXTERNAL_CSV,0.9
258.0,9,9,6,3,9,9,9,95,LIGHT,"[10401, 10403, 20105, 10104, 70201]",EXTERNAL_CSV,0.9
259.0,8,8,7,2,8,9,8,91,LIGHT,"[80104, 20105, 10306, 70103]",EXTERNAL_CSV,0.9
260.0,9,8,7,3,9,9,8,93,LIGHT,"[30305, 80104, 20105, 70202, 10303]",EXTERNAL_CSV,0.9
261.0,9,9,7,2,9,9,8,94,LIGHT,"[10307, 80103, 20105, 90201, 90202]",EXTERNAL_CSV,0.9
262.0,6,7,5,10,7,7,7,84,HEAVY,"[803, 80103, 70202, 10202, 50303]",EXTERNAL_CSV,0.9
263.0,8,8,7,3,9,9,8,92,LIGHT,"[70201, 10308, 80103]",EXTERNAL_CSV,0.9
264.0,8,8,7,3,9,9,8,92,LIGHT,"[10402, 10403, 10306, 80103, 70201]",EXTERNAL_CSV,0.9
265.0,9,9,6,2,9,9,8,94,LIGHT,"[901, 20105, 70103, 90201, 10202]",EXTERNAL_CSV,0.9
266.0,8,9,6,2,9,9,8,93,LIGHT,"[20105, 10402, 902]",EXTERNAL_CSV,0.9
267.0,9,9,7,3,9,10,9,96,LIGHT,"[80103, 20105, 10101, 90201, 70202]",EXTERNAL_CSV,0.9
268.0,8,8,6,3,8,9,8,91,LIGHT,"[20201, 70102, 10103, 90201, 70202]",EXTERNAL_CSV,0.9
269.0,9,9,6,3,9,9,9,95,LIGHT,"[10402, 201, 20105, 70201, 10201]",EXTERNAL_CSV,0.9
270.0,9,9,6,4,9,9,8,94,LIGHT,"[90201, 20105, 70202, 70103, 70201, 90202]",EXTERNAL_CSV,0.9
271.0,8,8,7,3,9,9,8,92,LIGHT,"[901, 80104, 20105, 20201, 10104, 70201]",EXTERNAL_CSV,0.9
272.0,9,9,7,3,9,9,8,94,LIGHT,"[80104, 20105, 104, 20203, 70202, 10301]",EXTERNAL_CSV,0.9
273.0,8,9,5,7,9,9,9,94,MEDIUM,"[40201, 40107, 501, 70201, 10202, 50303]",EXTERNAL_CSV,0.9
274.0,8,8,7,2,9,9,8,92,LIGHT,"[10403, 80103, 20105, 201, 10202]",EXTERNAL_CSV,0.9
275.0,8,9,6,6,9,9,8,93,MEDIUM,"[70202, 90202, 70102, 80103]",EXTERNAL_CSV,0.9
276.0,9,9,7,2,9,10,8,95,LIGHT,"[80104, 20105, 10302, 90201]",EXTERNAL_CSV,0.9
277.0,7,8,5,6,8,8,7,88,MEDIUM,"[70201, 70102]",EXTERNAL_CSV,0.9
278.0,9,9,7,2,9,9,8,94,LIGHT,"[10402, 80101, 20105, 70103, 90201]",EXTERNAL_CSV,0.9
279.0,8,9,7,2,9,9,8,93,LIGHT,"[10403, 80104, 20105, 60301, 10301]",EXTERNAL_CSV,0.9
280.0,8,9,8,2,9,9,7,92,LIGHT,"[80101, 80102, 40104, 20105, 10302]",EXTERNAL_CSV,0.9
281.0,8,9,6,3,9,9,8,93,LIGHT,"[70201, 10306, 20105, 70103]",EXTERNAL_CSV,0.9
282.0,9,9,6,3,9,9,8,94,LIGHT,"[10401, 20203, 40107, 502]",EXTERNAL_CSV,0.9
283.0,8,8,7,2,9,9,8,92,LIGHT,"[801, 10202, 70102, 902]",EXTERNAL_CSV,0.9
284.0,8,9,7,3,9,9,8,93,LIGHT,"[80104, 20201, 20203, 10104, 70202]",EXTERNAL_CSV,0.9
285.0,8,9,8,3,9,9,8,93,LIGHT,"[10302, 70201, 80102, 80103]",EXTERNAL_CSV,0.9
286.0,8,8,6,3,9,9,8,92,LIGHT,"[40104, 20105, 70201, 10202, 90203]",EXTERNAL_CSV,0.9
287.0,9,8,8,2,9,9,8,93,LIGHT,"[80101, 80102, 20105, 90201, 10202]",EXTERNAL_CSV,0.9
288.0,9,8,6,2,9,9,8,93,LIGHT,"[10304, 20105, 20101, 70103]",EXTERNAL_CSV,0.9
289.0,9,9,7,2,9,9,9,95,LIGHT,"[10402, 20101, 80104, 20105, 90201]",EXTERNAL_CSV,0.9
290.0,9,8,6,4,9,9,8,93,LIGHT,"[902, 601, 70101, 70103, 70201, 70202]",EXTERNAL_CSV,0.9
291.0,8,9,7,3,8,9,8,92,LIGHT,"[30305, 801, 10403, 20105, 70201]",EXTERNAL_CSV,0.9
292.0,9,8,6,2,9,9,8,93,LIGHT,"[10403, 20105, 20201, 60304, 10302]",EXTERNAL_CSV,0.9
293.0,9,9,7,2,9,9,9,95,LIGHT,"[10402, 80104, 10101, 70103, 90201]",EXTERNAL_CSV,0.9
294.0,9,9,6,3,9,9,8,94,LIGHT,"[10401, 30305, 10403, 20105, 70201, 10302]",EXTERNAL_CSV,0.9
295.0,9,9,6,3,9,9,9,95,LIGHT,"[20105, 10103, 70103, 70201, 10201]",EXTERNAL_CSV,0.9
296.0,9,8,8,2,9,9,8,93,LIGHT,"[10104, 80101, 80102, 10102]",EXTERNAL_CSV,0.9
297.0,8,9,7,3,9,9,9,94,LIGHT,"[10104, 20105, 80104, 70201]",EXTERNAL_CSV,0.9
298.0,9,9,7,4,9,9,9,95,LIGHT,"[10401, 10402, 80104, 40201, 20105, 70201, 10201]",EXTERNAL_CSV,0.9
299.0,9,9,8,3,9,9,8,94,LIGHT,"[10402, 802, 80103, 20201, 70202]",EXTERNAL_CSV,0.9
300.0,9,9,7,2,9,9,8,94,LIGHT,"[901, 80102, 20105, 10102, 70103]",EXTERNAL_CSV,0.9
301.0,9,8,6,3,9,9,8,93,LIGHT,"[70201, 10401, 10102, 70103]",EXTERNAL_CSV,0.9
302.0,8,9,6,3,9,9,8,93,LIGHT,"[20101, 20203, 10103, 70202, 90203]",EXTERNAL_CSV,0.9
303.0,9,9,8,2,9,9,8,94,LIGHT,"[80101, 80103, 20105, 10102, 70103]",EXTERNAL_CSV,0.9
304.0,9,8,7,3,9,9,8,93,LIGHT,"[80104, 20105, 10101, 70201]",EXTERNAL_CSV,0.9
305.0,8,9,6,3,9,9,8,93,LIGHT,"[20105, 70102, 10104, 70201, 90202]",EXTERNAL_CSV,0.9
306.0,9,9,7,3,9,9,8,94,LIGHT,"[80104, 20105, 70201, 90202, 10302]",EXTERNAL_CSV,0.9
307.0,8,9,7,3,9,9,8,93,LIGHT,"[10403, 80104, 70102, 70201, 10303]",EXTERNAL_CSV,0.9
308.0,9,9,6,3,9,9,8,94,LIGHT,"[10402, 20105, 70201, 70301, 10302]",EXTERNAL_CSV,0.9
309.0,9,8,7,2,9,9,8,93,LIGHT,"[10401, 80104, 10202, 701, 702]",EXTERNAL_CSV,0.9
310.0,9,9,6,3,9,9,8,94,LIGHT,"[10402, 201, 60304, 10201, 70202]",EXTERNAL_CSV,0.9
311.0,9,9,7,2,9,9,8,94,LIGHT,"[10404, 80104, 20105, 10101, 90203]",EXTERNAL_CSV,0.9
312.0,9,9,7,3,9,9,8,94,LIGHT,"[80102, 20105, 70103, 70201, 90203]",EXTERNAL_CSV,0.9
313.0,9,9,6,2,9,9,9,95,LIGHT,"[10401, 106, 20106, 70103, 10301]",EXTERNAL_CSV,0.9
314.0,8,9,6,3,9,9,8,93,LIGHT,"[20105, 10101, 70103, 70201, 90203]",EXTERNAL_CSV,0.9
315.0,9,8,6,2,9,9,8,93,LIGHT,"[10304, 20105, 70103, 10104, 90201]",EXTERNAL_CSV,0.9
316.0,9,8,6,2,9,9,8,93,LIGHT,"[10401, 40104, 20105, 10102, 90203]",EXTERNAL_CSV,0.9
317.0,8,8,6,6,9,9,7,91,MEDIUM,"[10403, 80101, 20105, 70201, 90202]",EXTERNAL_CSV,0.9
318.0,8,9,6,3,10,10,9,96,LIGHT,"[20103, 20105, 60304, 10103, 10104, 70202]",EXTERNAL_CSV,0.9
319.0,8,9,7,2,9,8,8,92,LIGHT,"[10402, 80103, 20105, 70101, 90203]",EXTERNAL_CSV,0.9
320.0,9,9,8,2,9,9,8,94,LIGHT,"[601, 20105, 80101, 80103]",EXTERNAL_CSV,0.9
321.0,9,9,6,2,10,10,9,97,LIGHT,"[10404, 20105, 10102, 90201, 90202]",EXTERNAL_CSV,0.9
322.0,7,8,8,4,8,8,7,88,LIGHT,"[804, 80103, 70102, 70201, 70202]",EXTERNAL_CSV,0.9
323.0,8,8,7,3,8,8,8,90,LIGHT,"[10307, 902, 80103, 60302, 70202]",EXTERNAL_CSV,0.9
324.0,8,8,6,3,9,9,8,92,LIGHT,"[40104, 70201, 10302, 70103]",EXTERNAL_CSV,0.9
325.0,8,8,8,3,9,9,8,92,LIGHT,"[801, 80101, 20105, 70201, 10303]",EXTERNAL_CSV,0.9
326.0,8,9,6,2,8,9,8,92,LIGHT,"[10402, 20105, 70101, 70102, 90201]",EXTERNAL_CSV,0.9
327.0,9,9,6,3,9,9,8,94,LIGHT,"[10307, 10403, 40104, 20105, 70201, 90201]",EXTERNAL_CSV,0.9
328.0,8,8,8,3,9,9,8,92,LIGHT,"[801, 803, 10308, 70102, 70201]",EXTERNAL_CSV,0.9
329.0,8,9,7,4,9,9,7,92,LIGHT,"[80101, 60303, 70102, 70201, 70202]",EXTERNAL_CSV,0.9
330.0,9,9,6,3,9,9,9,95,LIGHT,"[20105, 70201, 70102, 10102, 90201]",EXTERNAL_CSV,0.9
331.0,8,9,6,3,9,9,8,93,LIGHT,"[10104, 10401, 90203, 70201]",EXTERNAL_CSV,0.9
332.0,9,9,6,3,10,10,8,96,LIGHT,"[10402, 20105, 70202, 10101, 90202]",EXTERNAL_CSV,0.9
333.0,8,9,6,3,9,9,8,93,LIGHT,"[70202, 902, 10102]",EXTERNAL_CSV,0.9
334.0,8,8,6,4,9,9,8,92,LIGHT,"[40107, 60302, 70102, 70202, 50303]",EXTERNAL_CSV,0.9
335.0,9,8,7,3,9,9,8,93,LIGHT,"[10305, 70202, 80102, 20105]",EXTERNAL_CSV,0.9
336.0,9,9,5,5,9,9,9,95,MEDIUM,"[10401, 40104, 20105, 20203, 90201]",EXTERNAL_CSV,0.9
337.0,8,8,8,3,9,9,8,92,LIGHT,"[80101, 80102, 20105, 70102, 70202]",EXTERNAL_CSV,0.9
338.0,9,9,7,3,9,9,8,94,LIGHT,"[70201, 90202, 80101]",EXTERNAL_CSV,0.9
339.0,9,8,7,2,9,9,8,93,LIGHT,"[80104, 10305, 20105, 70101]",EXTERNAL_CSV,0.9
340.0,8,9,6,6,9,9,8,93,MEDIUM,"[80101, 40107, 60301, 60303, 70101, 70202]",EXTERNAL_CSV,0.9
341.0,8,8,7,3,9,9,8,92,LIGHT,"[70201, 10201, 80101, 60303]",EXTERNAL_CSV,0.9
342.0,8,9,8,2,9,9,8,93,LIGHT,"[80103, 80104, 20105, 70102, 10202]",EXTERNAL_CSV,0.9
343.0,8,8,7,3,9,9,8,92,LIGHT,"[30305, 10403, 80102, 20105, 70201]",EXTERNAL_CSV,0.9
344.0,9,8,6,3,9,9,8,93,LIGHT,"[10404, 20105, 70102, 70201, 10302]",EXTERNAL_CSV,0.9
345.0,9,9,6,3,9,9,8,94,LIGHT,"[20105, 70102, 10104, 70201, 90203]",EXTERNAL_CSV,0.9
346.0,9,9,6,2,9,9,9,95,LIGHT,"[20105, 90202, 60301, 10102]",EXTERNAL_CSV,0.9
347.0,8,9,6,5,9,9,8,93,MEDIUM,"[80102, 10103, 70103, 90201, 10301]",EXTERNAL_CSV,0.9
348.0,8,9,6,3,9,9,9,94,LIGHT,"[10402, 30305, 10202, 70202]",EXTERNAL_CSV,0.9
349.0,9,8,6,2,9,9,8,93,LIGHT,"[90201, 10401, 20201, 70103]",EXTERNAL_CSV,0.9
350.0,8,8,7,3,8,9,8,91,LIGHT,"[40104, 80104, 10101, 10102, 70201]",EXTERNAL_CSV,0.9
351.0,9,8,6,6,9,10,9,95,MEDIUM,"[10305, 10402, 80104, 20105, 90201, 70202]",EXTERNAL_CSV,0.9
352.0,8,8,7,3,8,8,8,90,LIGHT,"[40104, 70201, 10302, 801]",EXTERNAL_CSV,0.9
353.0,7,8,7,3,8,8,7,88,LIGHT,"[10201, 70202, 70101, 80103]",EXTERNAL_CSV,0.9
354.0,9,9,6,6,9,9,9,95,MEDIUM,"[80103, 20105, 70103, 70201, 90202]",EXTERNAL_CSV,0.9
355.0,9,9,6,3,9,9,8,94,LIGHT,"[90202, 20201, 10101, 10201, 70202]",EXTERNAL_CSV,0.9
356.0,9,9,6,2,9,9,9,95,LIGHT,"[104, 20105, 10101, 70103, 90203]",EXTERNAL_CSV,0.9
357.0,9,9,8,3,9,10,8,95,LIGHT,"[10307, 80101, 80102, 90201, 70202]",EXTERNAL_CSV,0.9
358.0,9,8,7,2,9,9,8,93,LIGHT,"[10402, 803, 20105, 70103, 702]",EXTERNAL_CSV,0.9
359.0,8,9,7,2,9,9,8,93,LIGHT,"[80104, 10401, 70103, 10303]",EXTERNAL_CSV,0.9
360.0,8,9,6,3,9,9,8,93,LIGHT,"[10401, 10402, 20105, 70201, 90202]",EXTERNAL_CSV,0.9
361.0,8,8,7,5,9,9,8,92,MEDIUM,"[10305, 80101, 80102, 70102, 90201]",EXTERNAL_CSV,0.9
362.0,9,9,7,2,10,9,8,95,LIGHT,"[10304, 80104, 20201, 40202, 40108]",EXTERNAL_CSV,0.9
363.0,9,9,6,4,9,9,9,95,LIGHT,"[10402, 90202, 70201, 90201, 70202]",EXTERNAL_CSV,0.9
364.0,9,9,6,2,9,9,8,94,LIGHT,"[20105, 20203, 10104, 10201, 702]",EXTERNAL_CSV,0.9
365.0,9,9,6,3,9,9,8,94,LIGHT,"[20105, 20202, 70102, 10104, 70201]",EXTERNAL_CSV,0.9
366.0,9,9,6,3,9,10,9,96,LIGHT,"[10403, 20105, 70103, 70201, 10202, 90203]",EXTERNAL_CSV,0.9
367.0,9,9,6,3,8,9,8,93,LIGHT,"[904, 70201, 10306, 70101]",EXTERNAL_CSV,0.9
368.0,7,8,4,9,8,9,7,89,HEAVY,"[80104, 20106, 90201, 70202, 701]",EXTERNAL_CSV,0.9
369.0,8,9,6,3,9,9,8,93,LIGHT,"[40104, 20105, 10101, 10103, 70202]",EXTERNAL_CSV,0.9
370.0,8,9,6,3,9,9,8,93,LIGHT,"[80201, 20105, 10101, 90201, 70202]",EXTERNAL_CSV,0.9
371.0,8,9,8,3,9,9,8,93,LIGHT,"[80101, 80103, 10102, 70201, 90203]",EXTERNAL_CSV,0.9
372.0,9,8,6,3,9,9,8,93,LIGHT,"[10404, 10201, 70202, 90203, 701]",EXTERNAL_CSV,0.9
373.0,9,8,8,2,9,9,8,93,LIGHT,"[80101, 80102, 20105, 10102, 70103]",EXTERNAL_CSV,0.9
374.0,9,9,6,3,9,9,9,95,LIGHT,"[104, 20105, 10000, 70201, 90203]",EXTERNAL_CSV,0.9
375.0,9,8,6,3,9,9,8,93,LIGHT,"[10403, 902, 20105, 70201, 10303]",EXTERNAL_CSV,0.9
376.0,9,9,6,3,8,9,8,93,LIGHT,"[30305, 20105, 70201, 90201, 10302]",EXTERNAL_CSV,0.9
377.0,9,8,7,2,8,9,8,92,LIGHT,"[802, 20101, 20105, 70103, 10302]",EXTERNAL_CSV,0.9
378.0,9,8,7,3,9,9,8,93,LIGHT,"[804, 20105, 70103, 90201, 70202]",EXTERNAL_CSV,0.9
379.0,8,9,6,6,8,9,7,91,MEDIUM,"[80104, 70201, 90202, 70103]",EXTERNAL_CSV,0.9
380.0,9,9,6,3,9,9,8,94,LIGHT,"[10305, 20103, 80201, 70201, 701]",EXTERNAL_CSV,0.9
381.0,9,9,7,3,9,9,8,94,LIGHT,"[40104, 70202, 80102, 10102]",EXTERNAL_CSV,0.9
382.0,8,8,8,3,8,8,8,90,LIGHT,"[80103, 80104, 20105, 70201, 70102, 10201]",EXTERNAL_CSV,0.9
383.0,8,9,6,4,9,9,8,93,LIGHT,"[10402, 10404, 70201, 90201, 70202]",EXTERNAL_CSV,0.9
384.0,8,9,7,3,9,9,8,93,LIGHT,"[902, 80103, 20105, 70201, 10202]",EXTERNAL_CSV,0.9
385.0,8,8,7,2,9,9,8,92,LIGHT,"[80104, 10401, 20105, 10201]",EXTERNAL_CSV,0.9
386.0,8,9,8,3,9,9,8,93,LIGHT,"[70201, 802, 10202, 80103]",EXTERNAL_CSV,0.9
387.0,9,9,6,3,9,10,9,96,LIGHT,"[10403, 20105, 70201, 90201, 90202]",EXTERNAL_CSV,0.9
388.0,9,9,6,3,9,9,8,94,LIGHT,"[20105, 70202, 30301, 90302, 10303]",EXTERNAL_CSV,0.9
389.0,9,8,7,2,8,9,8,92,LIGHT,"[80103, 104, 20105, 70103, 90201]",EXTERNAL_CSV,0.9
390.0,8,8,6,6,8,8,8,90,MEDIUM,"[10402, 80103, 40104, 70101, 70201]",EXTERNAL_CSV,0.9
391.0,9,8,7,3,9,9,8,93,LIGHT,"[10402, 80102, 20105, 70102, 70202]",EXTERNAL_CSV,0.9
392.0,9,8,8,3,9,9,8,93,LIGHT,"[80101, 80102, 70102, 10201, 70202]",EXTERNAL_CSV,0.9
393.0,8,9,8,2,9,9,8,93,LIGHT,"[80101, 80102, 70102, 70103, 10201]",EXTERNAL_CSV,0.9
394.0,9,9,7,2,9,9,8,94,LIGHT,"[10401, 20105, 90203, 80103]",EXTERNAL_CSV,0.9
395.0,8,9,6,2,9,9,8,93,LIGHT,"[10306, 10403, 40301, 70103, 90201]",EXTERNAL_CSV,0.9
396.0,8,9,7,3,9,9,8,93,LIGHT,"[90201, 10402, 80101, 20105, 70201, 10201]",EXTERNAL_CSV,0.9
397.0,9,9,7,3,9,10,8,95,LIGHT,"[10402, 80104, 20105, 70103, 70202]",EXTERNAL_CSV,0.9
398.0,8,8,6,3,9,9,7,91,LIGHT,"[30305, 10404, 20101, 20105, 70201]",EXTERNAL_CSV,0.9
399.0,9,8,7,2,9,10,9,95,LIGHT,"[10402, 10403, 902, 80102, 70103]",EXTERNAL_CSV,0.9
